98
0	0	0
1	22	1	0	1
2	18	1	0	1
3	22	1	0	1
4	22	1	0	1
5	18	1	0	1
6	22	1	0	1
7	22	1	0	1
8	22	1	0	1
9	22	1	0	1
10	22	1	0	1
11	22	1	0	1
12	18	1	0	1
13	10	1	3	1
14	18	1	13	1
15	22	1	0	1
16	22	1	0	1
17	14	1	11	1
18	14	1	0	1
19	18	1	18	1
20	22	1	0	1
21	14	1	20	1
22	22	1	0	1
23	10	2	17	19	1	1
24	10	1	12	1
25	22	1	0	1
26	18	1	0	1
27	22	1	0	1
28	22	1	0	1
29	18	1	0	1
30	22	1	0	1
31	22	1	0	1
32	18	1	0	1
33	18	1	0	1
34	22	1	0	1
35	22	1	0	1
36	22	1	0	1
37	18	1	0	1
38	22	1	0	1
39	22	1	0	1
40	22	1	0	1
41	22	1	0	1
42	28	1	27	1
43	18	1	0	1
44	22	1	0	1
45	22	1	0	1
46	22	1	0	1
47	22	1	0	1
48	28	1	46	1
49	18	1	0	1
50	22	1	0	1
51	22	1	0	1
52	22	1	0	1
53	18	1	0	1
54	28	1	45	1
55	28	1	41	1
56	34	2	30	36	1	1
57	18	1	0	1
58	18	1	0	1
59	26	2	28	32	1	1
60	24	1	33	1
61	22	1	0	1
62	28	1	56	1
63	18	1	0	1
64	20	1	31	1
65	28	1	35	1
66	22	1	0	1
67	22	1	0	1
68	22	1	0	1
69	22	1	0	1
70	18	1	0	1
71	28	1	63	1
72	22	1	0	1
73	22	1	0	1
74	22	1	0	1
75	28	1	73	1
76	30	2	61	71	1	1
77	22	1	0	1
78	26	3	21	70	72	1	1	1
79	24	6	17	23	24	58	64	78	1	1	1	1	1	1
80	30	2	37	78	1	1
81	28	1	79	1
82	22	1	0	1
83	28	1	51	1
84	22	1	0	1
85	22	1	0	1
86	22	1	0	1
87	8	5	25	26	80	81	82	1	1	1	1	1
88	6	3	20	70	72	1	1	1
89	6	3	19	64	78	1	1	1
90	6	3	14	59	74	1	1	1
91	8	5	11	12	58	64	79	1	1	1	1	1
92	6	3	7	43	79	1	1	1
93	6	3	3	32	74	1	1	1
94	6	2	31	78	1	1
95	6	3	2	29	83	1	1	1
96	16	1	0	1
97	0	48	1	4	5	6	8	9	10	15	16	22	34	38	39	40	42	44	47	48	49	50	52	53	54	55	57	60	62	65	66	67	68	69	75	76	77	84	85	86	87	88	89	90	91	92	93	94	95	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1

